áYâú (826-A1),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
25.3,1.05,0.2,13.6,-102.8
26.7,1.76,0.3,26.7,-96.8
27.5,1.94,0.42,40.1,-90.6
27.8,2.01,0.53,53.4,-83
27.4,0.65,1.14,66.5,-70.9
28.2,1.42,1,77.8,-40.4
28.4,2.02,0.68,78.6,34.6
28.6,2.02,0.62,67.8,69.1
28.9,2.01,0.54,54.8,82
28.1,1.66,0.53,41.4,89.9
27.5,1.77,0.32,28.1,96.2
26.5,1.02,0.22,14.9,102.2
25.2,0.29,0.04,2,108.4
24.4,0,0,0,0
24.6,0,0,0,0
23.6,0,0,0,0
23.8,0,0,0,0
24.4,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.1,0,0,0,0
24.5,0,0,0,0
24.6,0,0,0,0
23.9,0.08,0.02,0.6,-108.9
24.8,0.26,0.2,13.5,-102.5
26.5,1.16,0.42,26.7,-96.5
28,0.53,0.73,40,-90.2
25.7,0.29,0.9,53.4,-82.5
27.9,1.5,0.88,66.4,-70.3
29.2,1.5,0.97,77.6,-39.5
29,0.8,1.22,78.4,34
28.7,1.5,0.9,67.6,68.5
28.4,1.82,0.62,54.7,81.6
28.2,0.67,0.75,41.3,89.6
27.7,1.04,0.46,28,95.9
26,0.18,0.2,14.7,101.9
25.9,0.13,0.03,1.8,108.2
25.8,0,0,0,0
25.4,0,0,0,0
24.4,0,0,0,0
23.7,0,0,0,0
23.9,0,0,0,0
24.2,0,0,0,0
24.6,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.9,0.02,0.02,0.5,-108.6
24.8,0.02,0.09,13.4,-102.2
23.3,0.02,0.15,26.6,-96.2
22.8,0,0.23,39.9,-89.9
23.8,0.05,0.42,53.3,-82.1
23.7,0.04,0.7,66.3,-69.7
24.1,0.05,0.75,77.4,-38.7
24.4,0.05,0.76,78.1,33.4
24.1,0,0.55,67.4,68
23.9,0.04,0.27,54.5,81.2
22.7,0,0.24,41.2,89.2
23.3,0.02,0.22,27.8,95.7
24.3,0.05,0.14,14.6,101.7
24.9,0.04,0.02,1.7,108
25.5,0,0,0,0
24.3,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.3,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
23.7,0,0,0,0
22.9,0.01,0.01,0.4,-108.3
24.4,0.06,0.13,13.3,-102
24.4,0.09,0.32,26.5,-95.9
25.4,0.08,0.51,39.9,-89.5
27,0.07,0.69,53.2,-81.6
26.9,0.01,0.63,66.2,-69
25.9,0.28,1.14,77.2,-37.9
27.7,0.5,1.24,77.9,32.9
27.1,0.13,0.91,67.3,67.4
27.2,0.52,0.98,54.4,80.8
27.2,0.7,0.74,41.1,88.9
26.4,0.18,0.41,27.7,95.4
26.1,0.37,0.23,14.5,101.4
25.6,0.19,0.04,1.5,107.7
25,0,0,0,0
25.1,0,0,0,0
24.7,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.9,0,0,0,0
24.6,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.4,0,0,0,0
24.2,0.04,0.02,0.3,-108.1
24.6,0.11,0.16,13.2,-101.7
25.2,0.73,0.46,26.4,-95.6
26.4,0.33,0.69,39.8,-89.2
27.4,0.22,0.85,53.1,-81.2
27.7,0.68,1.14,66,-68.4
27.6,0.4,1.22,77,-37.1
27,0.3,1.18,77.6,32.3
28.1,0.55,1.15,67.1,66.8
26,0.68,0.98,54.3,80.4
26.6,0.2,0.65,40.9,88.6
25.9,0.24,0.43,27.6,95.1
25.7,0.12,0.17,14.3,101.2
25.6,0.08,0.02,1.4,107.5
25.2,0,0,0,0
24.9,0,0,0,0
24.9,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.3,0,0,0,0
24.5,0,0,0,0
24.9,0,0,0,0
25.1,0.08,0.02,0.2,-107.8
25.7,0.49,0.21,13.1,-101.4
26.3,0.78,0.46,26.3,-95.3
26.9,0.79,0.71,39.7,-88.8
27.5,0.5,0.95,53,-80.7
27.8,0.63,1.14,65.9,-67.7
27.7,1.21,1.1,76.7,-36.3
27.5,0.98,1.18,77.3,31.8
27.3,1.21,1.02,66.9,66.2
27.7,0.66,0.98,54.1,79.9
27,1.03,0.69,40.8,88.3
26.7,0.66,0.48,27.4,94.8
25.9,0.3,0.22,14.2,100.9
25.6,0.08,0.02,1.2,107.3
25.5,0,0,0,0
25.3,0,0,0,0
23.4,0,0,0,0
24.6,0,0,0,0
24.8,0,0,0,0
24.9,0,0,0,0
24.6,0,0,0,0
24.8,0,0,0,0
24.9,0,0,0,0
24.6,0,0,0,0
24.4,0.13,0.03,0.1,-107.5
25.2,1.06,0.19,13,-101.1
26.3,1.5,0.35,26.3,-95
26.5,1.66,0.5,39.6,-88.5
27.5,1.22,0.84,52.9,-80.3
27.7,1.19,1.01,65.8,-67.1
28.6,2,0.69,76.5,-35.5
28.6,2,0.69,77.1,31.3
28.5,2.02,0.62,66.8,65.6
28.5,2,0.54,54,79.5
28.2,1.95,0.42,40.7,87.9
27.5,1.58,0.35,27.3,94.5
26.7,0.87,0.22,14,100.7
25.9,0.19,0.04,1,107
25.5,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
24.9,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.8,0.08,0.02,0,0
25.8,0.8,0.21,12.9,-100.8
25.8,0.4,0.45,26.2,-94.7
27.2,0.98,0.68,39.6,-88.1
26.7,0.38,0.93,52.9,-79.8
27.4,1.48,0.89,65.7,-66.4
27.8,1.77,0.82,76.3,-34.7
28.6,1.77,0.82,76.8,30.8
28.7,0.61,1.14,66.6,65.1
27.4,0.2,0.85,53.8,79.1
27,0.39,0.72,40.5,87.6
27.2,0.31,0.45,27.1,94.2
25.4,0.23,0.2,13.9,100.4
25.1,0.08,0.02,0.9,106.8
25.1,0,0,0,0
25.2,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.5,0,0,0,0
24.2,0,0,0,0
23.2,0,0,0,0
24.2,0,0,0,0
24.7,0.01,0.02,0,0
25.1,0.06,0.13,12.8,-100.5
25.6,0.18,0.38,26.1,-94.4
26.4,0.09,0.53,39.5,-87.7
25.7,0.11,0.7,52.8,-79.3
27.4,0.34,1.08,65.6,-65.8
27.2,0.1,0.92,76.1,-33.9
27.5,0.04,0.82,76.5,30.4
26.9,0.03,0.75,66.4,64.5
26.7,0.06,0.61,53.6,78.7
26.9,0.1,0.55,40.4,87.2
26.3,0.06,0.3,27,93.9
26,0.06,0.14,13.7,100.1
25.8,0.04,0.02,0.7,106.5
25.6,0,0,0,0
24.4,0,0,0,0
23.2,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.8,0,0,0,0
25.1,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
24,0.01,0.02,0,0
24.8,0.37,0.2,12.8,-100.2
25.8,0.14,0.36,26,-94
26.5,0.06,0.44,39.4,-87.3
25.4,0.06,0.59,52.7,-78.9
25.2,0.09,0.69,65.4,-65.1
23.7,0,0.61,75.8,-33.1
26.2,0,0.61,76.2,29.9
27,0.08,0.7,66.2,63.9
26.9,0.05,0.61,53.5,78.2
25.9,0.06,0.45,40.2,86.9
25.4,0.06,0.29,26.8,93.6
25.4,0.08,0.15,13.5,99.9
24.8,0.01,0.02,0.5,106.3
24.1,0,0,0,0
24,0,0,0,0
24,0,0,0,0
24.1,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.8,0.04,0.02,0,0
25.3,0.53,0.2,12.7,-99.9
26.4,1.22,0.4,25.9,-93.7
27.2,1.66,0.5,39.3,-86.9
27.8,1.11,0.86,52.6,-78.4
27.5,1.14,1.02,65.3,-64.4
27.6,0.1,0.91,75.6,-32.3
27.5,0.1,0.92,75.9,29.5
27.1,0.11,0.83,66,63.4
26.4,0.1,0.71,53.3,77.8
25.8,0.1,0.54,40,86.5
24.6,0.1,0.34,26.7,93.4
24.1,0.12,0.16,13.4,99.6
23.6,0.04,0.02,0.3,106
23,0,0,0,0
22.7,0,0,0,0
22.9,0,0,0,0
23.5,0,0,0,0
22.8,0,0,0,0
23,0,0,0,0
23.5,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.6,0.04,0.02,0,0
25,0.33,0.19,12.6,-99.6
25.8,0.84,0.44,25.9,-93.4
26.6,0.77,0.7,39.2,-86.6
27.3,0.75,0.94,52.5,-77.9
28.2,1.34,0.94,65.2,-63.8
28.5,1.93,0.72,75.3,-31.6
28.6,1.92,0.74,75.6,29.1
29.1,1.91,0.68,65.7,62.8
28,1.34,0.81,53.1,77.4
28.4,1.87,0.44,39.9,86.2
27.6,1.41,0.38,26.5,93.1
26.5,0.8,0.21,13.2,99.3
25,0.07,0.03,0.1,105.8
24.8,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.6,0,0,0,0
24.2,0,0,0,0
24,0,0,0,0
24.3,0.01,0.02,0,0
24,0.08,0.14,12.5,-99.3
23.4,0.03,0.23,25.8,-93
24.3,0.08,0.46,39.2,-86.2
24.9,0.06,0.65,52.4,-77.4
25.7,0.06,0.78,65,-63.1
26.6,0.1,0.81,75.1,-30.8
26,0.1,0.81,75.3,28.7
25.9,0.13,0.86,65.5,62.3
28.3,0.62,0.96,52.9,76.9
26.8,0.62,0.72,39.7,85.8
26.9,0.3,0.43,26.3,92.8
25.7,0.26,0.19,13,99.1
25.1,0.04,0.02,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.5,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.8,0.04,0.02,0,0
25.7,0.25,0.18,12.4,-99
25.7,0.14,0.35,25.7,-92.7
25,0.12,0.55,39.1,-85.8
25.5,0.12,0.73,52.3,-76.9
26.4,0.1,0.88,64.9,-62.4
29.4,0.93,1.18,74.8,-30.1
29.7,1.41,1,75,28.3
30.1,1.74,0.77,65.3,61.7
27.5,0.21,0.84,52.8,76.5
28.9,0.75,0.71,39.5,85.5
28.1,1.25,0.39,26.2,92.5
26.1,0.31,0.19,12.9,98.8
25.3,0.04,0.02,0,0
25.2,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.2,0,0,0,0
25.2,0,0,0,0
25,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
25,0.04,0.02,0,0
25.4,0.35,0.19,12.3,-98.7
26.7,1.47,0.35,25.6,-92.3
28.1,1.85,0.44,39,-85.4
28.7,1.32,0.8,52.2,-76.4
30.1,1.09,1.04,64.7,-61.7
29.1,0.72,1.22,74.6,-29.4
28.1,0.58,1.22,74.7,28
28.8,1.59,0.83,65.1,61.2
30.1,1.91,0.57,52.6,76.1
29.3,1.83,0.45,39.4,85.1
28.7,1.65,0.32,26,92.2
27.2,0.32,0.19,12.7,98.5
26,0.04,0.02,0,0
25.7,0,0,0,0
25.5,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.2,0,0,0,0
25.1,0.04,0.02,0,0
25.7,0.83,0.19,12.2,-98.4
26.8,1.45,0.35,25.5,-92
27.6,1.32,0.6,38.9,-84.9
28.4,1.9,0.56,52.1,-75.9
28.9,1.9,0.68,64.6,-61.1
29.5,1.87,0.76,74.3,-28.6
29.4,1.58,0.91,74.4,27.7
28.2,0.89,1.1,64.8,60.6
27.2,0.6,0.95,52.4,75.6
26.8,0.67,0.71,39.2,84.8
27.5,0.49,0.45,25.8,91.8
27.4,0.39,0.19,12.5,98.2
26.5,0.04,0.02,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.3,0,0,0,0
25.4,0,0,0,0
25.3,0.01,0.02,0,0
25.7,0.15,0.16,12.1,-98
26.2,0.56,0.45,25.5,-91.6
27.7,0.86,0.69,38.8,-84.5
28.4,1,0.89,52,-75.4
28.9,0.96,1.07,64.4,-60.4
29,0.14,0.98,74,-27.9
28.7,0.14,0.98,74.1,27.3
28.9,0.28,1.04,64.6,60.1
28.6,1.78,0.62,52.2,75.2
29.2,1.71,0.48,39,84.4
28.5,1.11,0.41,25.6,91.5
27.9,0.73,0.2,12.3,98
26.4,0.04,0.02,0,0
26.1,0,0,0,0
25.9,0,0,0,0
25.9,0,0,0,0
25.8,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.4,0.04,0.02,0,0
26,1.23,0.17,12,-97.7
27.2,1.75,0.29,25.4,-91.3
27.9,1.98,0.39,38.7,-84.1
28.6,2.03,0.5,51.9,-74.8
29.2,2.06,0.59,64.3,-59.7
29.5,2.06,0.65,73.7,-27.2
29.6,2.06,0.65,73.8,27
29.5,2.06,0.59,64.3,59.6
29.5,2.05,0.5,52,74.8
28.7,1.98,0.39,38.8,84.1
28.8,1.74,0.3,25.4,91.2
27.6,0.94,0.18,12.1,97.7
26.8,0.04,0.02,0,0
26.4,0,0,0,0
26.1,0,0,0,0
26,0,0,0,0
25.9,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.5,0,0,0,0
25.5,0,0,0,0
25.6,0,0,0,0
25.5,0.04,0.02,0,0
26.1,1.19,0.17,12,-97.4
27.3,1.76,0.29,25.3,-90.9
28.4,2,0.38,38.7,-83.7
29.1,2.06,0.5,51.8,-74.3
29.2,2.06,0.59,64.1,-59
29.5,1.77,0.81,73.5,-26.6
30,2.06,0.65,73.4,26.7
29.7,2.06,0.59,64.1,59.1
29.2,2.03,0.5,51.7,74.4
29.4,1.98,0.39,38.6,83.7
28.7,1.78,0.28,25.2,90.9
27.8,1.04,0.18,11.9,97.4
26.8,0.04,0.02,0,0
26.4,0,0,0,0
26.1,0,0,0,0
25.8,0,0,0,0
25.9,0,0,0,0
25.9,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.5,0.04,0.02,0,0
26,1.05,0.18,11.9,-97
26.8,1.78,0.28,25.2,-90.5
27.9,1.98,0.39,38.6,-83.3
28.7,2.05,0.5,51.7,-73.8
29.1,1.23,0.98,64,-58.3
29.4,2.06,0.65,73.2,-25.9
29.5,2.06,0.65,73.1,26.5
29.9,2.06,0.59,63.8,58.6
30.4,2.03,0.5,51.5,73.9
29.6,1.97,0.39,38.4,83.4
28.9,1.74,0.29,25.1,90.6
27.8,1.09,0.17,11.7,97.1
26.6,0.04,0.02,0,0
26,0,0,0,0
25.6,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
25.1,0.04,0.02,0,0
25.3,1.18,0.17,11.8,-96.7
26.6,1.72,0.3,25.1,-90.2
27.8,1.93,0.41,38.5,-82.8
28.4,1.98,0.53,51.6,-73.3
28.7,1.42,0.9,63.8,-57.6
28.3,0.98,1.15,72.9,-25.2
28.6,1.17,1.09,72.8,26.2
29.4,1.68,0.78,63.6,58.1
29.3,1.98,0.53,51.3,73.5
28.5,1.21,0.61,38.2,83
28.1,1.46,0.34,24.9,90.3
27,0.92,0.18,11.5,96.8
26,0.01,0.02,0,0
26,0,0,0,0
25.9,0,0,0,0
25.6,0,0,0,0
25.8,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.7,0,0,0,0
25.5,0,0,0,0
25.1,0,0,0,0
24.8,0,0,0,0
24.9,0.01,0.02,0,0
25.4,1.03,0.18,11.7,-96.3
27,1.42,0.35,25.1,-89.8
27.4,1.18,0.62,38.4,-82.4
28.2,1.39,0.77,51.5,-72.7
28.9,1.35,0.94,63.6,-56.9
29.1,1.13,1.1,72.6,-24.6
29.2,1.36,1.01,72.4,25.9
29.1,1.94,0.66,63.3,57.6
29.4,1.36,0.78,51.1,73.1
28.2,1.14,0.62,38,82.7
27.1,0.83,0.42,24.7,90
26.8,0.59,0.18,11.3,96.5
25.3,0.01,0.02,0,0
24.8,0,0,0,0
24.5,0,0,0,0
24.8,0,0,0,0
24.7,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.2,0,0,0,0
24.4,0,0,0,0
24.1,0,0,0,0
23.8,0,0,0,0
23.7,0.01,0.02,0,0
24.4,1,0.18,11.6,-96
26,1.78,0.28,25,-89.4
26.8,1.71,0.47,38.3,-82
27.6,2.06,0.49,51.4,-72.2
28,2.07,0.58,63.5,-56.2
28.4,2.08,0.63,72.3,-23.9
28.4,2.1,0.62,72.1,25.7
28.6,2.09,0.58,63,57.1
28.6,2.06,0.49,50.9,72.7
27.9,1.98,0.38,37.8,82.3
27.2,1.77,0.27,24.4,89.7
26.2,0.86,0.18,11.1,96.3
24.8,0.01,0.02,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.4,0,0,0,0
24.1,0,0,0,0
23.8,0,0,0,0
23.3,0,0,0,0
23.5,0,0,0,0
23.9,0,0,0,0
23.9,0,0,0,0
24,0.01,0.02,0,0
24.7,1.18,0.16,11.5,-95.6
26,1.71,0.3,24.9,-89
27.5,1.97,0.39,38.2,-81.5
28.2,0.81,0.92,51.2,-71.7
27.8,0.82,1.1,63.3,-55.6
29.2,1.7,0.84,72,-23.3
29.6,2.04,0.66,71.7,25.5
29.8,2.03,0.6,62.7,56.6
29.7,2.02,0.5,50.6,72.2
29,1.93,0.4,37.6,81.9
28.1,1.7,0.29,24.2,89.4
27.1,0.79,0.17,10.9,96
26,0.01,0.02,0,0
25.9,0,0,0,0
25.6,0,0,0,0
25.7,0,0,0,0
25.8,0,0,0,0
25.5,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25.1,0.01,0.02,0,0
25.2,0.78,0.18,11.4,-95.3
26.6,0.37,0.42,24.8,-88.6
26.3,0.46,0.69,38.1,-81.1
27.7,1.94,0.54,51.1,-71.1
28.6,1.97,0.63,63.1,-54.9
29,1.65,0.87,71.7,-22.7
29.2,1.98,0.69,71.4,25.2
29.2,1.97,0.63,62.4,56.1
28.6,1.94,0.54,50.4,71.8
27.9,1.87,0.42,37.4,81.6
28.2,1.66,0.29,24,89
26.5,0.44,0.17,10.7,95.7
25.9,0.01,0.01,0,0
25.7,0,0,0,0
25.6,0,0,0,0
25.3,0,0,0,0
25,0,0,0,0
25,0,0,0,0
24.9,0,0,0,0
24.3,0,0,0,0
24.7,0,0,0,0
24.6,0,0,0,0
24.6,0,0,0,0
24.4,0.01,0.01,0,0
22.7,0.03,0.09,11.3,-94.9
23.3,0.02,0.14,24.7,-88.3
22.4,0.02,0.34,38,-80.7
23.1,0.07,0.56,51,-70.6
24.7,0.03,0.7,62.9,-54.2
26.5,0.08,0.87,71.4,-22.1
26.7,0,0.58,71,25
23.2,0,0.34,62.2,55.7
22,0,0.3,50.1,71.4
22.4,0.02,0.22,37.1,81.2
22.9,0.03,0.19,23.8,88.7
23,0.06,0.1,10.4,95.4
22.4,0.01,0.01,0,0
22.4,0,0,0,0
22.6,0,0,0,0
22.7,0,0,0,0
22.9,0,0,0,0
22.9,0,0,0,0
23,0,0,0,0
23.3,0,0,0,0
22.8,0,0,0,0
22.9,0,0,0,0
23.1,0,0,0,0
23.1,0.01,0.01,0,0
22.9,0.06,0.1,11.3,-94.6
23.1,0.02,0.19,24.6,-87.9
23.5,0.04,0.32,37.9,-80.2
24.8,0.05,0.55,50.9,-70
24.9,0.07,0.65,62.7,-53.5
24,0,0.57,71.1,-21.5
23.2,0,0.56,70.7,24.8
23,0.08,0.64,61.9,55.2
23,0.04,0.42,49.9,71
23.4,0.02,0.3,36.9,80.9
23.2,0.05,0.24,23.6,88.4
23.2,0.05,0.1,10.2,95.1
22.4,0.01,0.01,0,0
22.2,0,0,0,0
22.5,0,0,0,0
23,0,0,0,0
23,0,0,0,0
23.1,0,0,0,0
23.3,0,0,0,0
23.5,0,0,0,0
23.3,0,0,0,0
23.3,0,0,0,0
22.8,0,0,0,0
22.5,0.01,0.01,0,0
23.1,0.16,0.14,11.2,-94.2
24.4,1.22,0.38,24.5,-87.5
26,0.9,0.67,37.8,-79.8
26.2,1.18,0.82,50.7,-69.5
26.5,1.14,1,62.5,-52.8
27,0.42,1.18,70.8,-20.9
26,0.1,0.9,70.3,24.6
26,0.12,0.8,61.6,54.7
27.2,0.24,0.82,49.6,70.6
26.4,0.18,0.56,36.7,80.5
26.1,0.23,0.36,23.4,88.1
24.8,0.13,0.12,10,94.8
23.9,0.01,0.01,0,0
23.4,0,0,0,0
23.3,0,0,0,0
23.6,0,0,0,0
23.7,0,0,0,0
24,0,0,0,0
24.1,0,0,0,0
24,0,0,0,0
24,0,0,0,0
24,0,0,0,0
24.2,0,0,0,0
24.3,0.01,0.01,0,0
24.4,0.1,0.13,11.1,-93.8
25.2,0.1,0.3,24.5,-87.1
25.3,0.3,0.65,37.7,-79.3
25.7,0.14,0.74,50.6,-68.9
26.7,0.13,0.9,62.3,-52.2
26.6,0.13,0.97,70.5,-20.4
26.2,0.13,0.96,69.9,24.4
27,1.36,0.91,61.3,54.3
27,0.54,0.9,49.4,70.2
26.1,0.53,0.66,36.4,80.2
25.6,0.49,0.4,23.1,87.8
25.3,0.1,0.11,9.8,94.5
24.3,0.01,0.01,0,0
24.3,0,0,0,0
24.3,0,0,0,0
24.1,0,0,0,0
24.1,0,0,0,0
24.1,0,0,0,0
23.9,0,0,0,0
23.8,0,0,0,0
23.6,0,0,0,0
23.5,0,0,0,0
23.4,0,0,0,0
23.2,0.01,0.02,0,0
24,0.67,0.18,11,-93.5
24.8,1.36,0.35,24.4,-86.7
26.2,0.81,0.68,37.6,-78.9
26.4,1.72,0.63,50.5,-68.4
27.8,2.01,0.62,62.1,-51.5
28,2.01,0.67,70.1,-19.8
28.2,2.02,0.66,69.6,24.3
28.4,2.03,0.59,61,53.9
28.2,1.48,0.7,49.1,69.8
26.8,1.7,0.46,36.2,79.8
26,0.93,0.38,22.9,87.5
25.2,0.58,0.15,9.5,94.2
24.2,0.01,0.01,0,0
24.3,0,0,0,0
24.3,0,0,0,0
24.2,0,0,0,0
23.8,0,0,0,0
23.7,0,0,0,0
23.8,0,0,0,0
23.4,0,0,0,0
23.4,0,0,0,0
23.2,0,0,0,0
23.4,0,0,0,0
23.3,0.01,0.02,0,0
24.2,0.6,0.18,10.9,-93.1
25.4,1.34,0.35,24.3,-86.3
27.2,1.06,0.64,37.5,-78.4
27.3,0.78,0.91,50.4,-67.8
27.8,2.01,0.62,61.9,-50.8
29.1,1.42,0.97,69.8,-19.3
28.6,2.02,0.66,69.2,24.1
27.3,1.45,0.86,60.7,53.4
28.1,2.01,0.5,48.9,69.4
27.4,1.91,0.39,36,79.5
26.2,1.65,0.28,22.7,87.1
25.1,0.97,0.14,9.3,93.9
24.3,0.01,0.01,0,0
24.3,0,0,0,0
24.4,0,0,0,0
24.3,0,0,0,0
24.2,0,0,0,0
24,0,0,0,0
24.2,0,0,0,0
23.9,0,0,0,0
24,0,0,0,0
24.3,0,0,0,0
24.4,0,0,0,0
24.4,0.01,0.01,0,0
24.8,0.16,0.14,10.8,-92.7
25.8,0.66,0.42,24.2,-85.9
26.2,0.28,0.63,37.4,-78
26.9,0.34,0.88,50.2,-67.3
27,0.97,1.05,61.7,-50.2
26.9,0.34,1.14,69.5,-18.7
27.1,0.45,1.17,68.8,23.9
27.5,1.18,0.97,60.3,53
27.7,0.98,0.85,48.6,68.9
27.1,0.78,0.65,35.7,79.1
26.1,0.13,0.3,22.4,86.8
25.7,0.35,0.14,9.1,93.6
25.2,0,0,0,0
25.1,0,0,0,0
25,0,0,0,0
25,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
24.7,0,0,0,0
24.8,0,0,0,0
25,0,0,0,0
25.1,0,0,0,0
25.1,0.01,0.01,0,0
25,0.06,0.1,10.7,-92.4
25.5,0.06,0.25,24.1,-85.5
25.5,0.05,0.41,37.3,-77.5
26.4,0.06,0.54,50.1,-66.7
26.9,0.11,0.77,61.5,-49.5
26.2,0.1,0.85,69.1,-18.2
27.1,0,0.57,68.5,23.8
26,0.06,0.46,60,52.6
26.2,0.01,0.43,48.3,68.5
25.8,0.03,0.29,35.5,78.7
25.9,0.03,0.18,22.2,86.5
25.6,0.01,0.05,8.8,93.3
25.5,0,0,0,0
25.4,0,0,0,0
25.5,0,0,0,0
25.6,0,0,0,0
25.5,0,0,0,0
25.4,0,0,0,0
25.4,0,0,0,0
25.3,0,0,0,0
25.2,0,0,0,0
25.2,0,0,0,0
25.1,0,0,0,0
25.1,0.01,0.01,0,0
25.3,0.37,0.17,10.6,-92
26.4,0.99,0.4,24,-85.1
28,1.42,0.55,37.2,-77
29,1.15,0.82,49.9,-66.2
30.1,0.45,1.08,61.3,-48.8
28.6,0.44,1.17,68.8,-17.7
29.9,0.33,1.12,68.1,23.6
28.2,0.18,0.89,59.7,52.2
28.6,0.42,0.87,48,68.2
28.3,0.26,0.58,35.2,78.4
27,0.13,0.29,22,86.2
26.3,0.15,0.1,8.6,93
25.6,0,0,0,0
25.4,0,0,0,0
25.1,0,0,0,0
24.8,0,0,0,0
24.6,0,0,0,0
24.5,0,0,0,0
24.6,0,0,0,0
24.4,0,0,0,0
24.2,0,0,0,0
24.3,0,0,0,0
24.1,0,0,0,0
24.1,0.01,0.01,0,0
24.4,0.8,0.17,10.6,-91.6
25.9,1.6,0.3,23.9,-84.7
26.9,1.85,0.42,37.1,-76.6
27.7,1.88,0.56,49.8,-65.7
29.3,1.9,0.66,61.1,-48.2
29.1,1.9,0.72,68.5,-17.2
28,0.42,1.15,67.7,23.5
26.5,0.24,0.97,59.4,51.8
26.1,0.24,0.8,47.8,67.8
27.2,1.52,0.49,35,78
26.3,0.6,0.38,21.7,85.9
25.6,0.21,0.11,8.4,92.7
25.1,0,0,0,0
24.9,0,0,0,0
24.5,0,0,0,0
24.5,0,0,0,0
25.2,0,0,0,0
24.9,0,0,0,0
24.7,0,0,0,0
24.3,0,0,0,0
24.2,0,0,0,0
24.3,0,0,0,0
25,0,0,0,0
24.4,0,0.01,0,0
24.5,1.17,0.15,10.5,-91.2
26.5,1.47,0.33,23.8,-84.3
26.5,0.71,0.67,37,-76.1
27.7,1.21,0.81,49.6,-65.1
27.2,0.99,1.03,60.8,-47.5
27.1,1,1.11,68.1,-16.7
26.7,1.73,0.8,67.3,23.3
28.2,2.04,0.58,59.1,51.4
28.1,2.01,0.49,47.5,67.4
27.6,1.94,0.37,34.7,77.7
26.6,1.64,0.26,21.5,85.5
25.6,0.96,0.12,8.1,92.4
